"Probe Name","liver conv 1","liver conv 2","liver conv 3","liver conv 4","liver cef 1","liver cef 2","liver cef 3","liver cef 4","liver cdi 1","liver cdi 2","liver cdi 3","liver cdi 4","ileum conv 1","ileum conv 2","ileum conv 3","ileum conv 4","ileum cef 1","ileum cef 2","ileum cef 3","ileum cef 4","ileum cdi 1","ileum cdi 2","ileum cdi 3","ileum cdi 4","cecum conv 1","cecum conv 2","cecum conv 3","cecum conv 4","cecum cef 1","cecum cef 2","cecum cef 3","cecum cef 4","cecum cdi 1","cecum cdi 2","cecum cdi 3","cecum cdi 4"
"Mylk",1045.26,966.34,1127.21,1075.69,1077.82,1250.19,1005.76,1072.88,1031.23,1179.82,1168.19,685.84,3170.52,3193.52,2211.15,3591.17,3215.29,4951.67,1864.17,1589.4,3287.02,3382.1,3294.05,2752.68,2773.8,3972.46,5072.15,2816.41,3376.93,970.94,2265.31,1679.42,826.13,1345.01,1057.85,1233.42
"NEG_A",2.09,14.51,6.64,9.14,14.18,2.65,2.74,4.24,9.75,22.49,9.22,1,9.14,12.39,12.79,11.99,15.49,10.95,12.65,7.79,3.05,10.19,17.69,5.94,21.32,10.86,18.65,21.3,21.26,19.67,13.1,12.01,18.02,13.81,5.41,10.5
"NEG_B",5.09,9.51,1,11.14,8.18,5.65,13.74,13.24,3.75,9.49,7.22,8.67,3.14,5.39,11.79,4.99,1.49,13.95,1,10.79,5.05,2.19,4.69,7.94,5.32,16.86,15.65,2.3,13.26,9.67,16.1,9.01,12.02,17.81,10.41,19.5
"NEG_C",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"NEG_D",1,1,5.64,1,1,1,1,1,1,1,1,1,1,9.39,14.79,1,1,1,4.65,15.79,2.05,1.19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"NEG_E",1,1,2.64,6.14,1,1,1,1,1,1,1.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"NEG_F",4.09,1,1,1,1.18,15.65,1,8.24,9.75,1,3.22,2.67,1.14,5.39,2.79,10.99,1.49,1,14.65,1,11.05,7.19,12.69,6.94,9.32,7.86,7.65,4.3,1,1,10.1,2.01,3.02,1,6.41,4.5
"NEG_G",1,1.51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.19,7.69,1,1,1,1,1,1,1,1.1,1.01,4.02,1,1,1
"NEG_H",14.09,19.51,9.64,25.14,17.18,15.65,18.74,5.24,23.75,19.49,8.22,12.67,13.14,13.39,14.79,11.99,12.49,8.95,15.65,4.79,6.05,21.19,4.69,12.94,7.32,5.86,7.65,4.3,10.26,4.67,1,6.01,3.02,12.81,7.41,8.5
"NR0B2",1775.83,1738.99,1597.97,1212.37,2346.29,2095.91,1406.01,2452.26,1523.62,1377.04,1008.21,1570.72,1.01,10.55,25.44,40.18,18.03,84.45,93.85,85.36,80.12,60.32,57.05,91.98,1,1,1,1,4.97,1.14,1,1,1,1,1,1
"NR1I1",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,437.37,374.9,324.58,396.37,356.49,330.3,417.23,604.49,458.18,474.06,450.12,542.75,228.22,439.17,375.89,398.98,341.85,273.96,323.35,370.82,160.85,160.37,162.65,172.52
"NR1I2",802.41,685.37,602.65,696.23,857.9,716.16,734.56,721.01,858.89,1065.16,633.31,402.97,780.9,630.29,725.36,672.2,596.43,580.38,486.18,751.23,731.84,608.94,680.41,578.31,368.18,490.49,539.8,626.81,517.82,416.48,430.57,389.83,304.6,287.8,354.51,364.08
"NR1I3",5134.04,4075.01,4090.11,4753.39,5376.39,4639.28,3859.9,3582.71,6127.48,7126.1,3904.7,2143.71,860.49,529.84,1026.15,487.7,115.57,177.38,1133.9,2534.28,773.39,635.37,199.48,717.41,115.86,114.86,156.44,173.02,91.37,280.06,239.53,316.27,66.81,46.05,56.46,94.02
"Ncam1",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,45.48,63.33,55.19,73.97,31.69,102.19,65.69,66.46,77.08,85.84,69.08,63.74,72.49,94.33,146.58,91.78,53.32,28.96,133.4,72.33,31.54,45.52,59.62,30.17
"Nceh1",183.32,109.4,179.93,120.75,89.26,86.55,102.39,109,138.21,232.73,146.18,129.76,118.01,91.42,91.55,63.01,110.69,114.86,56.95,83.14,80.12,85.84,109.77,98.25,364.89,582.17,473.52,537.17,225.32,303.14,327.7,324.86,130.4,138.87,117.44,157.87
"Ncf1",43.97,31.13,35.82,50.61,38.17,34.6,38.79,67.82,50.92,51.57,55.44,98.33,84.76,102.49,151.05,74.88,66.8,53.19,67.63,116.49,108.5,53.03,101.45,60.6,418.78,48.49,98.22,82.45,27.16,143.65,50.13,129.33,50.24,50.24,109.55,78.2
"Ncf4",4.16,13.07,12.76,39.82,29.28,26.29,33.18,26.65,64.35,26.34,45.89,76.58,85.77,89.72,163.44,63.01,59,54.03,55.01,66.46,103.43,48.48,126.42,43.87,671.76,49.85,125.98,163.68,32.71,271.92,46.86,171.01,40.62,39.75,144.77,105.15
"Nck2",18.1,17.08,16.6,18.24,24.84,11.75,10.74,19.16,30.78,17.17,14.85,30.64,327.56,325.53,289.05,364.41,262.85,295.66,317.21,332.14,298.03,329.16,264.22,371.23,297.87,425.49,427.84,418.59,302.21,344.54,359.82,417.41,359.1,255.81,316.67,347.09
"Nckap1l",115.64,91.34,128.05,156.72,87.04,76.16,115.48,103.38,120.31,138.71,165.29,91.08,149.24,201.24,289.05,140.64,103.87,109.79,79.29,113.15,180.46,94.95,205.95,93.02,910.94,115.54,231.68,215.04,61.24,349.29,120.34,215.75,105.81,131.53,249.38,182.48
"Ncoa2",844.21,868,765.97,856.29,753.49,869.93,872.97,919.41,923.8,1062.87,946.12,905.85,677.13,700.09,648.51,780.88,576.92,636.98,441.51,532.24,666.97,762.95,783.06,603.41,815.66,759.39,784.34,807.02,677.14,580.71,526.91,484.22,358.03,374.33,490.13,414.46
"Ncor2",434.14,294.03,406.66,352.74,375.84,456.42,405.38,369.15,373.22,432.24,466.16,342.52,252,259.98,213.02,263.03,217.01,327.76,492.98,456.65,309.18,268.11,280.87,412.02,419.43,325.59,523.68,405.52,219.78,267.85,375.06,535.09,193.45,193.93,206.8,173.69
"Ncr1",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,1.01,7.14,1,1,1,5.87,1,1.11,2.07,8.38,10.81,7.26,16.64,4.7,6.85,1.21,1,1,4.41,4.91,1,1,1,1
"Ncstn",800.42,747.59,712.17,748.39,853.45,734.87,816.85,788.39,876.8,845.02,843.44,731.77,1872.95,1581.18,1479.82,1930.75,1947.31,1562.1,1531.09,1832.85,1957.23,1825.56,1952.08,2092.73,1069.96,1239.7,1421.19,1452.23,1461.08,1513.19,1571.91,1777.48,1431.03,1123.19,1355.37,1379.87
"Ndufa1",4222.32,3934.52,3997.88,3830.82,4025.73,3839.28,3614.88,3734.31,4247.44,4119.71,3866.5,3468.61,2621.47,2274.13,2835.87,2080.54,1945.36,2009.03,2301.17,3908.26,2316.03,2314.03,2043.64,2224.51,2462.99,3434.67,3244.88,3435.47,2506.59,3863.4,3618.91,4357.89,2409.44,1927.11,2325.22,2575.5
"Ndufb5",2375.01,2186.53,2479.92,2187.09,2608.42,2368.11,2294.42,2124.72,2580.02,2535.11,2020.67,1906.78,1814.52,1553.94,1852.51,1505.15,1414.76,1485.22,1903.02,2286.39,1512.28,1533.93,1308.38,1732.95,1202.69,1939.66,1728.42,1837.86,1509.43,1805.7,1847.31,2077.82,1442.78,1449.89,1352.74,1533.35
"Ndufb6",6694.7,6932.81,6639.9,6316.19,7240.21,6779.55,6613.04,6489.32,7479.32,7082.53,6065.73,5617.95,3473.76,3112.65,3791.96,3096.15,3239.68,3065.1,2547.83,3582.55,2734.63,2688.58,2638.32,2537.23,2643.04,4417.88,4024.15,3701.59,3311.94,3692.37,3698.91,3811.78,3807.33,3871.62,3496.39,3806.87
"Ndufb8",4942.93,4652.99,4355.28,4449.46,5169.79,4628.9,4396.69,4177.88,4804.74,4853.54,3950.07,3637.85,3736.7,3117.76,3552.32,2926.27,3509.85,3217.18,2492.48,3570.33,2757.94,2755.11,2790.92,2820.66,2909.82,4620.41,4134.33,3967.7,3495.04,4157.26,4110.92,4234.7,3322.13,3146.88,3215.69,3571.96
"Ndufc1",6433.92,6196.29,6201.81,5713.73,6791.48,6426.3,6051.94,5834.26,6588.54,6385.4,5917.68,5313.32,4953.67,4255.93,4890.19,4271.6,4265.77,3838.15,2350.7,2985.61,3575.88,3667.34,3439.25,1953.63,4068.93,6952.9,5631.07,5640.94,4746.65,6092.12,5483.57,4658.84,4922.54,4735.85,4485.16,4949.19
"Ndufs3",6527.48,6481.26,6443.92,6003.27,6855.9,6590.46,6313.78,6047.62,6816.83,6942.65,6115.88,5335.08,3388.12,3016.45,3458.12,2994.77,2801.74,3033,2210.86,3026.74,2701.18,2772.42,2735.43,2199.41,2808.63,4204.41,3598.69,3764.15,3080.48,3785.35,3605.3,3296.92,2936.86,3021.55,2939.72,3016.03
"Ndufs5",3049.84,2921.05,2812.34,2679.85,2908.32,3082.92,2675.97,2594.5,2964.98,3055.67,2610.47,2337.13,1536.47,1512.22,1750.04,1420.21,1381.6,1453.96,1311.62,1855.08,1343.01,1354.4,1397.17,1408.73,1437.93,2347.45,1991.77,1948.97,1610.89,1903.42,1916.97,1980.36,1563.02,1575.23,1516.75,1615.36
"Nedd8",2357.09,2282.86,2166.72,2226.66,2206.34,2095.91,2228.96,2141.57,2094.35,2202.59,2252.29,2095.36,2065.37,1950.64,2064.06,1925.27,2047.78,1985.37,2108.89,2296.4,1970.4,1922.16,1987.23,2051.95,1893.29,2395.34,2307.06,2225.36,1956.49,2020.83,2022.56,2170.37,1824.85,1890.4,1750.14,1983.84
"Nf1",95.73,63.24,62.72,97.37,49.28,72.01,66.85,99.64,118.07,88.26,127.08,98.33,85.77,103.34,117.99,112.33,81.43,145.27,127.84,120.93,103.43,117.74,118.09,161.01,144.11,153.17,123.3,148.74,104.05,97.5,143.2,125.66,79.1,80.13,70.13,98.71
"Nfam1",38,33.14,43.5,50.61,35.95,40.84,51.89,47.23,71.07,33.22,79.32,33.06,47.49,57.37,58.49,40.18,31.69,46.43,34.62,26.44,49.71,39.36,49.65,34.45,131.63,46.43,60.59,37.63,16.86,60.86,41.96,41.68,47.57,43.95,55.41,40.71
"Nfkb1",326.64,281.99,316.35,347.35,289.2,350.45,281.94,320.49,321.74,361.15,418.4,361.86,676.13,642.21,668.34,649.36,706.64,670.78,476.47,614.5,756.16,761.13,758.09,732.05,1057.47,772.39,806.73,822.9,680.31,803.31,674.4,739.8,703.23,690.55,738.77,728.45
"Nid1",348.54,271.96,237.57,270.01,282.53,298.5,238.92,292.42,256.83,308.41,382.58,267.57,417.22,448.11,393.99,426.51,393.55,782.3,559.01,570.03,533.18,432.14,559.25,550.07,531.8,745.7,785.23,490.49,528.12,475.52,1131.59,961.68,578.19,692.12,803.95,629.45
"Nid2",93.74,97.36,89.62,86.58,89.26,76.16,76.2,99.64,80.02,76.79,98.42,66.9,145.21,145.9,115.51,123.29,120.45,219.62,177.37,222.09,169.31,145.99,163.41,158.91,106,121.7,123.3,116.06,97.71,100.22,141.56,144.04,86.04,91.67,119.54,64.73
"Nkg7",12.12,2.01,10.84,1.8,2.22,5.51,5.13,1.87,2.24,2.29,2.39,2.42,54.54,31.83,96.51,58.44,29.74,23.62,12.28,66.46,45.66,15.67,39.48,27.13,48.18,17.01,37.31,19.89,12.89,42.53,15.84,26.97,11.77,13.01,25.97,16.69
"Nlrc4",1.99,2.01,1.92,1.8,2.22,2.08,10.74,1.87,12.88,2.29,2.39,6.46,849.4,884.82,746.85,986.38,860.75,877.77,537.65,557.8,1020.7,1087.38,1162.25,977.83,399.72,499.38,366.93,476.48,784.15,460.59,470.85,432.73,608.11,492.32,531.14,546.26
"Nlrp3",38,19.09,28.13,12.85,2.22,40.84,42.53,30.39,30.78,67.62,17.24,2.42,9.21,13.95,13.04,5.47,7.31,8.41,6.45,16.44,6.13,14.76,12.66,8.31,6.78,3.33,2.37,1,3.38,3.85,8.22,13.49,10.16,6.72,2.32,1
"Nol7",1405.57,1431.94,1542.25,1419.18,1475.47,1381.1,1415.36,1411.64,1454.24,1301.36,1256.55,1357.96,952.16,1180.22,1300.5,1253.07,1075.33,1369.47,1534.97,1476.01,1395.72,1217.7,1240.87,1307.28,1141.58,909.91,907.05,1082.47,1186.03,1122.96,1034.71,1115.53,1065.53,1263.2,1070.46,1061.19
"Nos1",87.77,71.27,72.32,90.18,89.26,65.77,68.72,67.82,106.88,129.54,57.83,64.49,75.7,48.86,63.45,49.31,44.37,63.32,51.12,45.34,77.08,62.15,55.2,68.97,50.8,82.01,138.52,91.78,50.94,25.57,42.51,47.81,12.84,25.07,22.3,33.68
"Nos3",1.99,13.07,28.13,18.24,15.96,2.08,8.87,17.29,17.35,35.52,12.46,8.88,1.01,2.89,9.74,3.64,2.43,11.79,15.19,5.32,14.24,11.11,9.89,1.05,2.18,4.7,8.64,1,2.59,1.81,10.39,6.13,1.61,6.72,8.1,1
"Notch1",589.41,440.53,539.24,460.64,449.14,462.66,431.56,590,572.41,526.26,552.12,494.84,272.15,328.08,334.5,380.85,233.59,460.41,431.8,477.77,382.16,322.78,402.95,368.09,395.78,352.28,534.43,431.66,303.8,283.46,391.38,397.79,205.21,255.29,252.53,235.2
"Notch2",135.54,81.3,87.69,113.56,102.59,96.94,100.51,103.38,104.64,95.14,186.78,103.17,33.39,49.71,41.14,54.79,26.81,87.82,35.59,53.12,55.79,44.83,59.83,64.79,129.66,55.33,84.78,71.24,41.43,59.5,59.92,60.07,22.99,24.55,44.37,33.1
"Notch3",16.1,2.01,1.92,11.05,2.22,2.08,1.87,2.32,2.24,2.29,2.91,2.42,1.01,1.18,1.48,3.64,3.4,8.41,15.19,4.21,14.24,10.2,16.36,7.26,4.15,7.43,15.81,3.08,1,7.24,17.47,20.85,8.56,6.19,6.53,3.22
"Notch4",1.99,2.01,1.92,1.8,2.22,9.67,1.87,1.87,3.92,8,2.39,2.42,8.2,1,10.57,1,1,1,11.31,5.32,3.09,1,1,8.31,8.75,1,5.06,1,1,1,6.58,18.39,1,2.52,8.63,1
"Npc1",1061.19,1084.75,1150.27,1334.66,1168.9,1243.96,983.32,1029.83,1613.15,1450.42,1289.98,1041.24,625.75,541.75,357.63,504.14,315.52,255.11,680.4,544.46,691.29,698.25,414.05,783.3,466.09,687.54,591.76,629.61,405.26,313.32,358.18,392.89,165.13,162.99,249.91,260.98
"Nphp4",16.1,13.07,16.6,36.22,42.61,24.21,53.76,19.16,39.73,3.41,33.95,8.88,22.3,6.29,8.91,7.3,7.31,10.1,10.34,15.33,10.18,14.76,1,13.54,13.35,6.75,7.75,5.88,8.93,1.81,6.04,6.75,3.22,5.14,9.68,3.81
"Nr1h2",262.94,205.73,204.9,230.45,242.55,211.23,237.05,208.19,283.69,228.14,267.96,231.31,509.9,458.33,451.01,437.47,420.86,380.99,607.57,779.02,494.66,507.78,454.74,574.13,308.38,331.75,417.09,368.17,324.41,251.56,299.95,341.4,227.11,188.69,218.89,210.01
"Nr1h3",1720.09,1654.7,1665.22,1458.75,1633.19,1740.58,1832.45,1705.48,1736.24,1457.3,1796.21,1606.98,895.75,692.43,770.81,683.15,645.2,625.15,944.54,1078.05,805.83,692.78,673.93,903.58,140.17,118.28,149.27,112.33,412.39,241.38,193.81,256.82,177.95,183.97,182.1,156.7
"Nr1h4",2868.69,2132.34,2389.61,2228.46,2099.71,1965,1716.49,2008.68,3014.22,3005.21,2288.11,2017.99,886.68,1113.82,484.07,1199.18,3300.15,2586.07,876.56,503.33,1030.84,1184.9,2752.08,1566.66,891.88,1436.76,1135.46,1466.24,2671.47,1340.81,1631.23,1361.31,1540.04,1313.55,865.98,953.99
"Nrip3",1.99,2.01,1.92,1.8,2.22,2.08,1.87,1.87,2.24,2.29,2.39,2.42,14.24,19.91,9.74,9.12,9.26,9.25,16.16,11.99,19.31,15.67,1.56,12.49,1,3.33,1,1,31.12,3.17,4.95,1,4.82,4.62,2.85,3.81
"Nrp2",73.83,61.23,85.77,79.39,98.15,59.54,72.46,92.15,106.88,63.03,67.38,59.65,158.31,217.41,170.88,237.45,129.23,310.87,170.57,144.28,226.07,240.77,224.45,200.75,483.17,424.12,810.31,570.79,228.5,234.59,388.66,354.89,148.56,224.35,220.47,214.11
"Nubp1",336.6,304.07,306.74,340.15,340.29,304.73,373.58,324.23,350.84,303.82,396.91,306.26,362.82,355.32,341.11,365.32,482.31,351.42,330.8,344.37,306.14,334.63,371.5,367.04,389.86,348.86,365.14,379.37,390.2,415.8,371.25,378.18,354.83,330.8,331.38,342.99
"Numb",374.42,300.05,335.56,392.31,373.61,344.22,289.42,283.06,409.03,340.51,449.44,340.11,643.89,679.66,719.58,730.65,555.46,519.55,464.81,668.97,732.85,740.17,677.63,683.94,332.7,461.75,338.27,462.48,533.67,322.82,356.01,326.08,345.74,275.21,297.22,268.59
"Oas1a/g",77.81,53.21,78.09,91.97,80.38,80.32,70.59,99.64,86.73,51.57,48.28,37.89,49.5,67.59,96.51,70.32,55.1,68.39,66.66,115.37,69.98,65.79,76.48,127.54,81.69,84.75,113.44,98.32,65.21,89.36,74.62,90.72,52.38,51.29,65.93,56.53
"Oas1b",1.99,2.01,1.92,1.8,11.51,2.08,1.87,4.19,2.24,10.29,2.39,6.46,10.22,1,18.83,1,1,1,1,11.99,1.01,1,1,1.05,6.78,1,1.48,1,1,1,1,4.3,1,3.05,3.9,1
"Oasl1",193.27,173.62,204.9,151.32,209.22,163.44,248.27,226.91,102.4,56.15,198.72,149.11,626.76,510.26,669.17,585.43,733.96,223.85,355.08,733.44,316.28,548.79,490.81,1124.26,185.51,213.38,226.3,163.68,562.2,229.84,272.73,221.88,485.21,339.72,624.18,545.68
"Ocln",967.63,829.87,1059.96,1212.37,988.96,940.58,717.73,1254.42,1145.38,1023.89,927.02,755.95,2938.81,2818.1,2481.36,3055.97,3073.86,2434.84,1939.92,2145.21,2383.94,3481.43,3116.47,2862.5,916.85,1569.5,1365.66,1578.28,2567.63,1417.5,1557.75,1286.53,1185.76,1052.39,1568.27,1508.75
"Ogt",1276.18,1159,1115.68,1210.57,1333.29,1283.44,1333.07,1355.49,1194.61,1216.52,1426.09,980.8,1719.82,2013.63,2559.87,2295.17,1038.27,2318.25,2031.2,2359.76,2189.33,2260.26,2162.02,1821.85,2383.49,2042.97,1904.88,2300.99,1743.26,1764.98,1781.45,1815.49,939.95,1014.63,1118.83,1084.62
"Osbpl5",36.01,53.21,43.5,32.63,42.61,36.68,42.53,67.82,66.59,56.15,189.16,103.17,326.55,305.95,263.43,373.54,344.78,395.35,315.26,233.21,361.89,314.58,325.26,402.6,383.29,506.23,520.1,467.14,320.44,311.96,384.85,438.25,232.46,235.36,293.01,292.61
"P2ry13",38,27.12,41.58,38.02,24.84,30.45,23.83,17.29,33.02,10.29,43.5,16.13,22.3,21.62,40.31,16.43,8.28,20.24,10.34,18.66,24.37,16.58,14.51,13.54,66.57,23.85,17.6,22.69,11.31,19.46,14.2,19.62,14.97,21.4,22.3,17.87
"P3h3",67.86,57.22,43.5,39.82,53.72,30.45,35.05,37.88,19.59,49.27,43.5,30.64,83.76,82.91,88.24,93.15,64.85,120.77,75.4,69.8,74.04,88.57,90.35,65.83,118.48,107.33,154.65,119.8,84.23,88.68,178.57,124.43,70.01,106.35,108.5,85.82
"P4hb",23097.55,25460.39,24152.18,24197.54,24341.18,25142.16,27244.76,24078.73,26131.99,24199.01,34779.97,34886.67,26160.05,20872.25,24786.32,20519.6,13943.37,12470.06,17911.65,31966.96,20107.01,20824.83,13368.49,20695.69,6021.16,9379.13,8589.63,8879.12,9238.64,5986.93,6511.16,6478.61,7838.54,7523.61,6163.07,7094.42
"POS_A",21223.09,19945.51,21357.64,18814.14,20142.18,20065.65,19627.74,18251.24,20756.75,19321.49,16524.22,14560.67,31583.14,28771.39,27518.79,24765.99,27033.49,26138.95,28934.64,28314.79,28061.05,25385.19,25938.69,24246.94,36414.32,31145.86,35716.65,35930.3,29347.27,32436.67,27444.1,28979.01,32623.02,28004.81,31997.41,29456.5
"POS_B",6746.09,6330.51,6599.64,5979.14,6307.18,6462.65,6561.74,5962.24,6609.75,6159.49,5225.22,4541.67,9852.14,9258.39,8798.79,7788.99,8853.49,8770.95,9820.65,9302.79,9053.05,8069.19,8376.69,7705.94,12195.32,10238.86,12059.65,12242.3,9400.26,10582.67,9255.1,9620.01,10111.02,8907.81,10446.41,9294.5
"POS_C",2153.09,1975.51,2006.64,1896.14,1923.18,1927.65,1985.74,1764.24,2006.75,1873.49,1568.22,1430.67,2996.14,2905.39,2604.79,2587.99,2760.49,2635.95,2954.65,2830.79,2782.05,2447.19,2503.69,2339.94,3636.32,3108.86,3536.65,3696.3,2905.26,3060.67,2777.1,2877.01,2958.02,2667.81,3122.41,2774.5
"POS_D",532.09,602.51,553.64,527.14,527.18,483.65,565.74,509.24,556.75,550.49,428.22,368.67,823.14,703.39,666.79,672.99,708.49,665.95,761.65,712.79,715.05,628.19,606.69,591.94,905.32,812.86,895.65,917.3,727.26,811.67,744.1,702.01,779.02,666.81,755.41,749.5
"POS_E",51.09,48.51,37.64,55.14,39.18,64.65,50.74,50.24,61.75,50.49,43.22,34.67,93.14,83.39,72.79,54.99,68.49,84.95,82.65,75.79,78.05,67.19,70.69,61.94,111.32,80.86,98.65,116.3,66.26,88.67,94.1,81.01,83.02,58.81,79.41,71.5
"POS_F",27.09,20.51,25.64,23.14,11.18,24.65,25.74,27.24,25.75,25.49,23.22,14.67,53.14,45.39,56.79,52.99,104.49,121.95,66.65,46.79,81.05,86.19,125.69,98.94,71.32,52.86,49.65,51.3,59.26,54.67,47.1,41.01,59.02,45.81,63.41,46.5
"Panx1",53.93,67.25,72.32,43.42,71.49,63.7,63.11,26.65,66.59,76.79,43.5,91.08,680.16,610.71,542.74,706.9,699.82,488.29,445.39,444.42,607.17,729.23,650.81,660.93,404.32,359.8,411.72,460.61,476.6,311.28,254.77,305.24,204.67,215.96,231.51,219.97
"Parp1",260.95,275.97,322.11,255.63,335.85,304.73,336.18,292.42,252.36,310.7,265.58,299,193.57,225.92,183.27,222.84,216.03,258.49,154.06,197.63,231.14,196.11,236.47,190.29,468.72,202.43,244.22,251.45,198.37,209.48,186.74,152.62,148.56,176.1,202.6,171.35
"Parp4",215.17,167.6,201.06,234.05,202.56,263.18,220.22,202.58,212.07,248.78,215.43,248.23,725.49,743.51,765.85,759.87,768.09,735.83,865.88,1082.49,872.72,888.72,949.54,1124.26,985.85,1122.02,1009.16,1100.21,975.97,950.58,1068.46,1216.05,993.92,848.92,832.34,961.02
"Pccb",3513.66,3246.16,3381.09,3149.23,3539.23,3519.28,3440.94,3260.79,3741.62,3654.19,3673.08,3072.11,958.21,883.12,765.03,858.51,1223.59,1185.29,794.02,900.19,962.93,883.25,1067.92,834.55,1093.61,1555.81,1615.56,1710.87,1140.84,1295.34,1262.22,1252.21,720.33,550.53,771.36,810.46
"Pck1",14701.04,13415.06,9057.11,11137.66,14115.7,18995.66,14431.06,13090.5,17759.1,23407.85,16952.07,5035.29,3079.85,1510.52,850.14,967.2,320.4,441.82,1116.42,2011.82,833.19,834.04,599.94,669.3,306.41,1702.92,644.6,698.71,402.88,159.26,174.22,253.76,39.02,37.66,49.1,68.83
"Pcx",3844.1,3816.12,3934.48,3931.53,4294.53,4273.57,3738.33,3792.33,4627.92,4860.42,4714.19,4648.45,258.04,334.04,275.83,221.93,640.32,536.44,189.99,316.58,548.38,155.1,798.79,273.96,217.05,430.96,392.91,355.1,341.05,282.78,286.34,349.37,216.96,135.2,187.88,244.57
"Pde2a",245.03,259.91,227.96,288,333.63,310.97,252.01,357.92,341.88,276.3,284.68,250.65,170.4,194.43,146.09,179,238.47,266.09,286.13,232.1,183.5,158.75,219.83,222.71,330.07,225.7,319.46,247.72,272.88,187.77,205.24,283.18,114.36,139.92,178.94,148.5
"Pde3b",1196.55,1084.75,1048.43,1046.92,1346.62,1113.05,1046.91,1052.29,1140.9,998.66,1316.24,751.11,89.8,157.82,139.48,147.03,124.35,274.54,158.92,123.16,235.19,124.12,242.95,191.34,194.05,168.22,115.23,121.66,184.9,123.97,143.74,148.95,95.66,108.98,123.22,115.7
"Pdgfb",71.84,35.14,62.72,63.2,67.05,51.23,53.76,69.69,50.92,37.81,41.12,40.31,76.71,79.5,95.68,76.71,67.78,92.89,128.81,100.92,102.42,76.73,131.04,86.75,116.51,92.96,117.92,79.65,60.45,77.82,95.3,101.75,75.36,78.56,122.7,72.93
"Pdgfrb",8.14,2.01,5.07,9.25,11.51,2.08,1.87,1.87,2.24,10.29,2.39,2.42,27.34,17.36,8.91,1,28.76,47.27,30.73,20.89,46.67,20.23,20.06,14.58,25.83,11.54,27.45,11.48,15.27,19.46,31.08,43.52,13.9,16.68,19.14,12.59
"Pdha1",2154.05,2314.97,2199.39,2232.05,2424.04,2166.55,1978.34,2047.99,2425.59,2388.34,1968.13,1880.18,2509.65,2560.16,2559.87,2550.9,2292.59,2980.62,1816.59,2436.46,2506.58,2470.77,2949.07,2360.48,1057.47,1381.34,1191.89,1222.53,2222.82,1105.32,1209.97,1129.62,1000.33,1149.41,1026.31,1165.46
"Pecam1",213.18,153.55,181.85,192.68,249.21,198.76,197.77,240.01,236.69,264.84,267.96,197.46,133.12,201.24,201.45,184.48,138.98,210.33,186.11,136.5,211.88,185.17,249.42,130.68,502.88,294.12,353.5,255.19,150.81,283.46,228.1,223.72,165.66,189.74,256.74,169.59
"Peli1",794.44,767.66,856.28,895.85,853.45,830.45,721.47,857.64,975.28,712.01,895.98,688.25,2403.87,2473.33,2259.08,2416.64,1383.55,1301.04,1769.98,1929.56,1918.71,2497.2,1544.22,1823.94,1143.55,1463.44,1088.88,1303.77,1377.85,888.82,833.33,774.74,611.85,573.08,713.54,730.21
"Peli2",272.9,243.86,270.23,284.4,238.1,236.16,263.23,228.78,272.5,248.78,222.59,248.23,63.61,90.57,63.45,80.36,70.7,89.51,40.44,24.22,61.87,53.94,76.48,67.92,128.34,157.28,173.46,124.47,86.61,60.86,91.49,61.91,39.55,58.63,40.17,63.56
"Pgk1",677,607.11,677.59,669.26,720.17,682.92,594.28,580.64,780.56,579,630.92,504.51,643.89,525.58,579.92,486.79,579.85,386.9,629.9,819.04,428.78,478.62,397.4,696.49,335.33,536.33,400.97,354.16,590.74,557.64,591.68,660.74,763.61,727.78,663.08,789.37
"Pgm2",527.7,554.93,552.69,525.39,613.53,599.8,502.64,531.98,552.27,601.94,580.78,531.1,111.97,77.8,105.6,97.72,140.93,113.17,134.64,178.74,109.51,103.16,107,123.35,138.2,196.96,241.53,250.52,127.83,196.59,200.89,251.3,139.48,107.93,154.76,146.74
"Phlpp1",465.99,456.59,408.58,390.51,429.15,477.2,502.64,384.12,527.65,459.76,494.81,381.21,183.49,211.45,210.54,192.7,113.62,156.26,166.69,223.2,182.49,186.09,164.34,168.33,253.85,209.96,239.74,238.38,168.25,183.69,181.84,208.4,114.9,122.09,146.35,132.1
"Phykpl",298.78,320.12,316.35,322.17,244.77,323.44,311.86,249.37,265.79,283.18,253.64,330.43,194.57,215.71,182.45,214.62,198.48,245.81,248.26,324.36,221,222.54,256.82,335.67,196.68,193.54,186.89,173.95,196.79,170.8,211.23,259.89,138.95,153.03,137.42,166.08
